TX_ID	SYMBOL	CHROM	STRAND	TX_START	TX_END	5_UTR	TX_EXONS	3_UTR	CDS_LENGTH
ENST00000345133	TGIF1	18	1	3451670	3458123	[(3451670, 3451771), (3456354, 3456397)]	[(3451670, 3451771), (3456354, 3456580), (3457365, 3458123)]	[(3457941, 3458123)]	759
ENST00000549780	TGIF1	18	1	3448499	3457839	[(3448499, 3448597), (3456354, 3456397)]	[(3448499, 3448597), (3456354, 3456580), (3457365, 3457839)]	[]	658
ENST00000548489	TGIF1	18	1	3412856	3458406	[(3412856, 3413049), (3418143, 3418215), (3456354, 3456397)]	[(3412856, 3413049), (3418143, 3418215), (3456354, 3456580), (3457365, 3458406)]	[(3457941, 3458406)]	759
ENST00000546979	TGIF1	18	1	3450036	3457475	[(3450036, 3450070), (3450325, 3450489)]	[(3450036, 3450070), (3450325, 3450505), (3456354, 3456580), (3457365, 3457475)]	[]	354
ENST00000550958	TGIF1	18	1	3412854	3457574	[(3412854, 3413049), (3418143, 3418215), (3456354, 3456397)]	[(3412854, 3413049), (3418143, 3418215), (3456354, 3456580), (3457365, 3457574)]	[]	393
ENST00000549468	TGIF1	18	1	3453774	3457580	[(3453774, 3453856), (3456354, 3456397)]	[(3453774, 3453856), (3456354, 3456580), (3457365, 3457580)]	[]	399
ENST00000343820	TGIF1	18	1	3450172	3459978	[(3450172, 3450489)]	[(3450172, 3450505), (3456354, 3456580), (3457365, 3459978)]	[(3457941, 3459978)]	819
ENST00000549546	TGIF1	18	1	3451724	3457918	[(3451724, 3451762), (3456354, 3456397)]	[(3451724, 3451762), (3456354, 3456580), (3457365, 3457918)]	[]	737
ENST00000549253	TGIF1	18	1	3449413	3457456	[(3449413, 3449656), (3456354, 3456397)]	[(3449413, 3449656), (3456354, 3456580), (3457365, 3457456)]	[]	275
ENST00000405385	TGIF1	18	1	3449651	3458406	[(3449651, 3450070), (3456354, 3456397)]	[(3449651, 3450070), (3456354, 3456580), (3457365, 3458406)]	[(3457941, 3458406)]	759
ENST00000618001	TGIF1	18	1	3447609	3459978	[(3447609, 3447739)]	[(3447609, 3447797), (3456354, 3456580), (3457365, 3459978)]	[(3457941, 3459978)]	861
ENST00000577543	TGIF1	18	1	3450212	3457604	[(3450212, 3450489)]	[(3450212, 3450505), (3456354, 3456580), (3457397, 3457604)]	[(3457409, 3457604)]	255
ENST00000359597	TP53	17	-1	7666086	7676594	[]	[(7676521, 7676594), (7676382, 7676403), (7675994, 7676272), (7675053, 7675236), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7666086, 7666244)]	[(7666086, 7666205)]	1032
ENST00000620739	TP53	17	-1	7668402	7687538	[(7687377, 7687538), (7676521, 7676622), (7676382, 7676403), (7676252, 7676272)]	[(7687377, 7687538), (7676521, 7676622), (7676382, 7676403), (7675994, 7676272), (7675053, 7675236), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7670609, 7670715), (7668402, 7669690)]	[(7668402, 7669608)]	1065
ENST00000510385	TP53	17	-1	7668402	7675493	[(7675216, 7675493)]	[(7675053, 7675493), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7673207, 7673339), (7670609, 7670715), (7668402, 7669690)]	[(7673207, 7673306), (7670609, 7670715), (7668402, 7669690)]	630
ENST00000610538	TP53	17	-1	7668404	7687481	[(7687377, 7687481), (7676521, 7676622), (7676382, 7676403), (7676252, 7676272)]	[(7687377, 7687481), (7676521, 7676622), (7676382, 7676403), (7675994, 7676272), (7675053, 7675236), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7673207, 7673266), (7670609, 7670715), (7668404, 7669690)]	[(7673207, 7673218), (7670609, 7670715), (7668404, 7669690)]	924
ENST00000508793	TP53	17	-1	7668413	7677578	[(7677325, 7677578), (7676595, 7676622)]	[(7677325, 7677578), (7676521, 7676622), (7676382, 7676403), (7675994, 7676272), (7675053, 7675236), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7670609, 7670715), (7668413, 7669690)]	[(7668413, 7669608)]	1182
ENST00000622645	TP53	17	-1	7668404	7687481	[(7687377, 7687481), (7676521, 7676622), (7676382, 7676403), (7676252, 7676272)]	[(7687377, 7687481), (7676521, 7676622), (7676382, 7676403), (7675994, 7676272), (7675053, 7675236), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7673207, 7673339), (7670609, 7670715), (7668404, 7669690)]	[(7673207, 7673306), (7670609, 7670715), (7668404, 7669690)]	909
ENST00000576024	TP53	17	-1	7668421	7687511	[]	[(7687377, 7687511), (7676521, 7676622), (7676382, 7676403), (7675994, 7676272), (7675053, 7675236), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7668421, 7669690)]	[(7669569, 7669648)]	2346
ENST00000503591	TP53	17	-1	7668421	7687427	[(7687377, 7687427), (7677325, 7677427), (7676595, 7676622)]	[(7687377, 7687427), (7677325, 7677427), (7676521, 7676622), (7676382, 7676403), (7675994, 7676272), (7675053, 7675236), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7670609, 7670715), (7668421, 7669690)]	[(7668421, 7669608)]	1182
ENST00000604348	TP53	17	-1	7668421	7687487	[(7687377, 7687487), (7676595, 7676622)]	[(7687377, 7687487), (7676521, 7676622), (7676382, 7676403), (7675994, 7676272), (7675053, 7675215), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7670609, 7670715), (7668421, 7669690)]	[(7668421, 7669608)]	1161
ENST00000619186	TP53	17	-1	7668402	7675493	[(7675135, 7675493)]	[(7675053, 7675493), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7670609, 7670715), (7668402, 7669690)]	[(7668402, 7669608)]	705
ENST00000610623	TP53	17	-1	7668402	7675493	[(7675135, 7675493)]	[(7675053, 7675493), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7673207, 7673266), (7670609, 7670715), (7668402, 7669690)]	[(7673207, 7673218), (7670609, 7670715), (7668402, 7669690)]	564
ENST00000619485	TP53	17	-1	7668421	7687487	[(7687377, 7687487), (7676521, 7676619), (7676382, 7676403), (7676252, 7676272)]	[(7687377, 7687487), (7676521, 7676619), (7676382, 7676403), (7675994, 7676272), (7675053, 7675236), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7670609, 7670715), (7668421, 7669690)]	[(7668421, 7669608)]	1065
ENST00000509690	TP53	17	-1	7668421	7687487	[(7687377, 7687487), (7675216, 7675236)]	[(7687377, 7687487), (7675053, 7675236), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7670609, 7670715), (7668421, 7669690)]	[(7668421, 7669608)]	786
ENST00000455263	TP53	17	-1	7668404	7687481	[(7687377, 7687481), (7676595, 7676622)]	[(7687377, 7687481), (7676521, 7676622), (7676382, 7676403), (7675994, 7676272), (7675053, 7675236), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7673207, 7673266), (7670609, 7670715), (7668404, 7669690)]	[(7673207, 7673218), (7670609, 7670715), (7668404, 7669690)]	1041
ENST00000504290	TP53	17	-1	7668402	7675493	[(7675216, 7675493)]	[(7675053, 7675493), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7673207, 7673266), (7670609, 7670715), (7668402, 7669690)]	[(7673207, 7673218), (7670609, 7670715), (7668402, 7669690)]	645
ENST00000445888	TP53	17	-1	7668421	7687487	[(7687377, 7687487), (7676595, 7676619)]	[(7687377, 7687487), (7676521, 7676619), (7676382, 7676403), (7675994, 7676272), (7675053, 7675236), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7670609, 7670715), (7668421, 7669690)]	[(7668421, 7669608)]	1182
ENST00000420246	TP53	17	-1	7668404	7687481	[(7687377, 7687481), (7676595, 7676622)]	[(7687377, 7687481), (7676521, 7676622), (7676382, 7676403), (7675994, 7676272), (7675053, 7675236), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7673207, 7673339), (7670609, 7670715), (7668404, 7669690)]	[(7673207, 7673306), (7670609, 7670715), (7668404, 7669690)]	1026
ENST00000504937	TP53	17	-1	7668402	7675493	[(7675216, 7675493)]	[(7675053, 7675493), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7670609, 7670715), (7668402, 7669690)]	[(7668402, 7669608)]	786
ENST00000618944	TP53	17	-1	7668402	7675493	[(7675135, 7675493)]	[(7675053, 7675493), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7673207, 7673339), (7670609, 7670715), (7668402, 7669690)]	[(7673207, 7673306), (7670609, 7670715), (7668402, 7669690)]	549
ENST00000610292	TP53	17	-1	7668402	7687481	[(7687377, 7687481), (7676382, 7676622), (7676252, 7676272)]	[(7687377, 7687481), (7676382, 7676622), (7675994, 7676272), (7675053, 7675236), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7670609, 7670715), (7668402, 7669690)]	[(7668402, 7669608)]	1065
ENST00000269305	TP53	17	-1	7668421	7687490	[(7687377, 7687490), (7676595, 7676622)]	[(7687377, 7687490), (7676521, 7676622), (7676382, 7676403), (7675994, 7676272), (7675053, 7675236), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7670609, 7670715), (7668421, 7669690)]	[(7668421, 7669608)]	1182
ENST00000514944	TP53	17	-1	7668421	7687427	[(7687377, 7687427), (7676595, 7676622)]	[(7687377, 7687427), (7676521, 7676622), (7676382, 7676403), (7675053, 7675236), (7674859, 7674971), (7674181, 7674290), (7673701, 7673837), (7673535, 7673608), (7670609, 7670715), (7668421, 7669690)]	[(7668421, 7669608)]	903
ENST00000413465	TP53	17	-1	7661779	7676594	[]	[(7676521, 7676594), (7676382, 7676403), (7675994, 7676272), (7675053, 7675236), (7674859, 7674971), (7674181, 7674290), (7661779, 7662014)]	[(7661779, 7661938)]	858
ENST00000519815	TRPS1	8	-1	115619774	115669483	[(115669345, 115669483), (115623638, 115623758)]	[(115669345, 115669483), (115623601, 115623758), (115619774, 115620060)]	[]	324
ENST00000518018	TRPS1	8	-1	115414429	115492221	[]	[(115492188, 115492221), (115418330, 115418452), (115414429, 115415084)]	[]	813
ENST00000422939	TRPS1	8	-1	115619913	115809673	[(115809633, 115809673), (115700936, 115701072), (115637234, 115637330), (115623638, 115623758)]	[(115809633, 115809673), (115700936, 115701072), (115637234, 115637330), (115623601, 115623758), (115619913, 115620060)]	[]	185
ENST00000451156	TRPS1	8	-1	115623611	115668294	[(115667874, 115668294), (115623638, 115623758)]	[(115667874, 115668294), (115623611, 115623758)]	[]	27
ENST00000519674	TRPS1	8	-1	115515190	115668903	[(115668545, 115668903), (115620059, 115620060)]	[(115668545, 115668903), (115619132, 115620060), (115603873, 115605002), (115587001, 115587604), (115515190, 115515283)]	[(115515190, 115515235)]	2709
ENST00000520276	TRPS1	8	-1	115413922	115668007	[(115667884, 115668007)]	[(115667874, 115668007), (115619132, 115620060), (115603873, 115605002), (115587001, 115587604), (115418330, 115418452), (115413922, 115415084)]	[(115413922, 115414022)]	3858
ENST00000395713	TRPS1	8	-1	115619747	115661678	[(115661570, 115661678), (115623638, 115623758)]	[(115661570, 115661678), (115623601, 115623758), (115619747, 115620060)]	[]	351
ENST00000640765	TRPS1	8	-1	115408496	115668012	[(115667874, 115668012), (115620059, 115620060)]	[(115667874, 115668012), (115619132, 115620060), (115603873, 115605002), (115587001, 115587604), (115418330, 115418452), (115408496, 115415084)]	[(115408496, 115414022)]	3846
ENST00000519076	TRPS1	8	-1	115413814	115620070	[(115620059, 115620070)]	[(115619848, 115620070), (115619132, 115619709), (115604651, 115605002), (115603873, 115604050), (115587001, 115587604), (115418330, 115418452), (115413814, 115415084)]	[(115413814, 115414022)]	3108
ENST00000517323	TRPS1	8	-1	115587001	115667981	[(115667884, 115667981)]	[(115667874, 115667981), (115619132, 115620060), (115604651, 115605002), (115603873, 115604050), (115587001, 115587604)]	[]	2073
ENST00000220888	TRPS1	8	-1	115412549	115668702	[(115668545, 115668702), (115620059, 115620060)]	[(115668545, 115668702), (115619132, 115620060), (115603873, 115605002), (115587001, 115587604), (115418330, 115418452), (115412549, 115415084)]	[(115412549, 115414022)]	3846
ENST00000395715	TRPS1	8	-1	115408496	115668975	[(115668545, 115668975), (115623638, 115623758)]	[(115668545, 115668975), (115623601, 115623758), (115619132, 115620060), (115603873, 115605002), (115587001, 115587604), (115418330, 115418452), (115408496, 115415084)]	[(115408496, 115414022)]	3885
ENST00000646625	TSC1	9	-1	132891353	132944633	[(132944572, 132944633), (132935033, 132935095), (132928873, 132928952)]	[(132944572, 132944633), (132935033, 132935095), (132928767, 132928952), (132927201, 132927304), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132910571, 132910692), (132907301, 132907370), (132906731, 132906835), (132905581, 132906139), (132904411, 132904454), (132903651, 132903817), (132902605, 132902787), (132901589, 132901699), (132900715, 132900837), (132897423, 132897610), (132897184, 132897345), (132891353, 132896754)]	[(132891353, 132896234)]	3495
ENST00000642646	TSC1	9	-1	132909807	132944627	[(132944543, 132944627), (132935033, 132935095), (132934466, 132934540), (132931209, 132931427), (132928873, 132928952)]	[(132944543, 132944627), (132935033, 132935095), (132934466, 132934540), (132931209, 132931427), (132928767, 132928952), (132927201, 132927304), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132909807, 132910692)]	[(132909807, 132910468)]	1365
ENST00000298552	TSC1	9	-1	132891349	132944616	[(132944543, 132944616), (132935033, 132935095), (132928873, 132928952)]	[(132944543, 132944616), (132935033, 132935095), (132928767, 132928952), (132927201, 132927304), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132910571, 132910692), (132907301, 132907370), (132906731, 132906835), (132905581, 132906139), (132904411, 132904454), (132903651, 132903817), (132902605, 132902787), (132901589, 132901699), (132900715, 132900837), (132897423, 132897610), (132897184, 132897345), (132891349, 132896754)]	[(132891349, 132896234)]	3495
ENST00000647462	TSC1	9	-1	132910261	132944616	[(132944543, 132944616), (132935033, 132935095), (132928873, 132928952)]	[(132944543, 132944616), (132935033, 132935095), (132928767, 132928952), (132927201, 132927304), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132910261, 132910689)]	[(132910261, 132910468)]	1362
ENST00000475903	TSC1	9	-1	132891349	132944619	[(132944543, 132944619), (132928873, 132928952)]	[(132944543, 132944619), (132928767, 132928952), (132927201, 132927304), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132910571, 132910689), (132907301, 132907370), (132906731, 132906835), (132905581, 132906139), (132904411, 132904454), (132903651, 132903817), (132902605, 132902787), (132901589, 132901699), (132900715, 132900837), (132897423, 132897610), (132897184, 132897345), (132891349, 132896754)]	[(132891349, 132896234)]	3492
ENST00000643362	TSC1	9	-1	132891349	132946874	[(132946759, 132946874), (132935033, 132935095), (132928873, 132928952)]	[(132946759, 132946874), (132935033, 132935095), (132928767, 132928952), (132927201, 132927304), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132907301, 132907370), (132906731, 132906835), (132905581, 132906139), (132904411, 132904454), (132903651, 132903817), (132902605, 132902787), (132901589, 132901699), (132900715, 132900837), (132897423, 132897610), (132897184, 132897345), (132891349, 132896754)]	[(132891349, 132896234)]	3108
ENST00000642617	TSC1	9	-1	132895912	132944623	[(132944543, 132944623), (132935033, 132935095), (132928873, 132928952)]	[(132944543, 132944623), (132935033, 132935095), (132928767, 132928952), (132927201, 132927304), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132910571, 132910689), (132907301, 132907370), (132906731, 132906835), (132905581, 132906139), (132904411, 132904454), (132903651, 132903817), (132902605, 132902787), (132901589, 132901699), (132900715, 132900837), (132897423, 132897610), (132897184, 132897345), (132895912, 132896754)]	[(132895912, 132896234)]	3492
ENST00000642745	TSC1	9	-1	132909752	132944616	[(132944543, 132944616), (132935033, 132935095), (132928873, 132928952)]	[(132944543, 132944616), (132935033, 132935095), (132928767, 132928952), (132927201, 132927304), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132909752, 132910692)]	[(132909752, 132910468)]	1365
ENST00000646440	TSC1	9	-1	132891349	132945375	[(132945185, 132945375), (132935033, 132935095), (132928873, 132928952)]	[(132945185, 132945375), (132935033, 132935095), (132928767, 132928952), (132927201, 132927304), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132910571, 132910692), (132907301, 132907370), (132906731, 132906835), (132905581, 132906139), (132904411, 132904454), (132903651, 132903817), (132902605, 132902787), (132901589, 132901699), (132900715, 132900837), (132897423, 132897610), (132897184, 132897345), (132891349, 132896754)]	[(132891349, 132896234)]	3495
ENST00000403810	TSC1	9	-1	132910999	132944633	[(132944543, 132944633), (132935033, 132935095), (132928873, 132928952)]	[(132944543, 132944633), (132935033, 132935095), (132928767, 132928952), (132927201, 132927304), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132910999, 132911568)]	[(132910999, 132911380)]	1101
ENST00000647078	TSC1	9	-1	132910261	132944627	[(132944543, 132944627), (132935033, 132935095), (132928873, 132928952)]	[(132944543, 132944627), (132935033, 132935095), (132928767, 132928952), (132927201, 132927304), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911410, 132911568), (132911002, 132911113), (132910261, 132910689)]	[(132911002, 132911039), (132910261, 132910689)]	1146
ENST00000644097	TSC1	9	-1	132891353	132944769	[(132944572, 132944769), (132935033, 132935095), (132928873, 132928952)]	[(132944572, 132944769), (132935033, 132935095), (132928767, 132928952), (132927201, 132927304), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132910571, 132910689), (132907301, 132907370), (132906731, 132906835), (132905581, 132906139), (132904411, 132904454), (132903651, 132903817), (132902605, 132902787), (132901589, 132901699), (132900715, 132900837), (132897423, 132897610), (132897184, 132897345), (132891353, 132896754)]	[(132891353, 132896234)]	3492
ENST00000645150	TSC1	9	-1	132909807	132944633	[(132944572, 132944633), (132935033, 132935095), (132928873, 132928952)]	[(132944572, 132944633), (132935033, 132935095), (132928767, 132928952), (132927201, 132927304), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132909807, 132910692)]	[(132909807, 132910468)]	1365
ENST00000643691	TSC1	9	-1	132891349	132944633	[(132944572, 132944633), (132935033, 132935095), (132925587, 132925739)]	[(132944572, 132944633), (132935033, 132935095), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132910571, 132910692), (132907301, 132907370), (132906731, 132906835), (132905581, 132906139), (132904411, 132904454), (132903651, 132903817), (132902605, 132902787), (132901589, 132901699), (132900715, 132900837), (132897423, 132897610), (132897184, 132897345), (132891349, 132896754)]	[(132891349, 132896234)]	3132
ENST00000644184	TSC1	9	-1	132891353	132944623	[(132944543, 132944623), (132935033, 132935095), (132928873, 132928952)]	[(132944543, 132944623), (132935033, 132935095), (132928767, 132928952), (132927201, 132927304), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132910571, 132910692), (132907301, 132907370), (132906731, 132906835), (132905581, 132906139), (132904411, 132904454), (132903651, 132903817), (132902605, 132902787), (132901631, 132901699), (132900715, 132900837), (132897423, 132897610), (132897184, 132897345), (132891353, 132896754)]	[(132891353, 132896234)]	3453
ENST00000643583	TSC1	9	-1	132895978	132944615	[(132944543, 132944615), (132935033, 132935095), (132928873, 132928952)]	[(132944543, 132944615), (132935033, 132935095), (132928767, 132928952), (132927201, 132927304), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132910571, 132910692), (132907301, 132907370), (132906731, 132906835), (132905581, 132906139), (132904411, 132904454), (132903651, 132903802), (132902605, 132902787), (132901589, 132901699), (132900715, 132900837), (132897423, 132897610), (132897184, 132897345), (132895978, 132896754)]	[(132895978, 132896234)]	3480
ENST00000643072	TSC1	9	-1	132896198	132944616	[(132944543, 132944616), (132935033, 132935095), (132928873, 132928952)]	[(132944543, 132944616), (132935033, 132935095), (132928767, 132928952), (132927201, 132927304), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132910571, 132910692), (132907301, 132907370), (132906731, 132906835), (132905581, 132906139), (132904411, 132904454), (132903651, 132903817), (132902605, 132902787), (132901589, 132901699), (132900715, 132900837), (132897423, 132897610), (132897184, 132897345), (132896198, 132896754)]	[(132896198, 132896234)]	3342
ENST00000643875	TSC1	9	-1	132893353	132944617	[(132944547, 132944617), (132935033, 132935095), (132928873, 132928952)]	[(132944547, 132944617), (132935033, 132935095), (132928767, 132928952), (132927201, 132927304), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132910571, 132910692), (132907301, 132907370), (132906731, 132906835), (132905581, 132906139), (132904411, 132904454), (132903651, 132903817), (132902605, 132902787), (132901589, 132901699), (132900715, 132900837), (132897423, 132897610), (132897184, 132897345), (132893353, 132896754)]	[(132893353, 132896234)]	3495
ENST00000490179	TSC1	9	-1	132891349	132944612	[(132944543, 132944612), (132935033, 132935095), (132931209, 132931304), (132928873, 132928952)]	[(132944543, 132944612), (132935033, 132935095), (132931209, 132931304), (132928767, 132928952), (132927201, 132927304), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132910571, 132910692), (132907301, 132907370), (132906731, 132906835), (132905581, 132906139), (132904411, 132904454), (132903651, 132903817), (132902605, 132902787), (132901589, 132901699), (132900715, 132900837), (132897423, 132897610), (132897184, 132897345), (132891349, 132896754)]	[(132891349, 132896234)]	3495
ENST00000645129	TSC1	9	-1	132891349	132944633	[(132944572, 132944633), (132935033, 132935095), (132928873, 132928952)]	[(132944572, 132944633), (132935033, 132935095), (132928767, 132928952), (132927201, 132927304), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132910571, 132910689), (132907301, 132907370), (132906731, 132906835), (132905581, 132906139), (132904411, 132904454), (132903651, 132903817), (132902605, 132902787), (132901589, 132901699), (132900715, 132900837), (132897423, 132897610), (132897184, 132897345), (132891349, 132896754)]	[(132891349, 132896234)]	3339
ENST00000642627	TSC1	9	-1	132891353	132944619	[(132944543, 132944619), (132935033, 132935095), (132928873, 132928952)]	[(132944543, 132944619), (132935033, 132935095), (132928767, 132928952), (132927201, 132927304), (132925587, 132925739), (132923348, 132923492), (132921819, 132921973), (132921363, 132921436), (132912282, 132912457), (132911453, 132911568), (132911002, 132911113), (132910571, 132910689), (132907301, 132907370), (132906731, 132906835), (132905581, 132906139), (132904411, 132904454), (132903651, 132903802), (132902605, 132902787), (132901589, 132901699), (132900715, 132900837), (132897423, 132897610), (132897184, 132897345), (132891353, 132896754)]	[(132891353, 132896234)]	3477
ENST00000644329	TSC2	16	1	2048033	2088691	[(2048033, 2048065), (2048587, 2048615)]	[(2048033, 2048065), (2048587, 2048753), (2050400, 2050486), (2053342, 2053452), (2054296, 2054440), (2055402, 2055519), (2056196, 2056244), (2056644, 2056769), (2057105, 2057178), (2058747, 2058873), (2060670, 2060813), (2061871, 2062008), (2062497, 2062600), (2062972, 2063053), (2064272, 2064427), (2065519, 2065635), (2070456, 2070578), (2071510, 2071616), (2071784, 2071934), (2072241, 2072363), (2072849, 2072983), (2074200, 2074389), (2075799, 2075892), (2076068, 2076170), (2076491, 2076585), (2079035, 2079196), (2079276, 2079428), (2079557, 2079669), (2080165, 2080377), (2081595, 2081798), (2083695, 2083816), (2084228, 2084715), (2084951, 2085026), (2085230, 2085322), (2086193, 2086379), (2086732, 2086871), (2087863, 2087941), (2088048, 2088325), (2088446, 2088691)]	[(2088611, 2088691)]	5310
ENST00000644335	TSC2	16	1	2047995	2088723	[(2047995, 2048065), (2048587, 2048615)]	[(2047995, 2048065), (2048587, 2048753), (2050400, 2050486), (2053342, 2053452), (2054296, 2054440), (2055402, 2055519), (2056196, 2056244), (2056644, 2056769), (2057105, 2057178), (2058747, 2058873), (2060670, 2060813), (2061871, 2062008), (2062497, 2062600), (2062972, 2063053), (2064272, 2064427), (2065519, 2065635), (2070456, 2070578), (2071510, 2071616), (2071784, 2071934), (2072241, 2072363), (2072849, 2072983), (2074200, 2074389), (2075799, 2075892), (2076068, 2076170), (2076491, 2076585), (2079032, 2079196), (2079276, 2079428), (2079557, 2079669), (2080165, 2080377), (2081595, 2081798), (2083695, 2083816), (2084228, 2084715), (2084951, 2085026), (2085236, 2085322), (2086193, 2086379), (2086732, 2086871), (2087863, 2087941), (2088048, 2088139), (2088227, 2088325), (2088446, 2088723)]	[(2088611, 2088723)]	5220
ENST00000645186	TSC2	16	1	2047985	2089491	[]	[(2047985, 2048065), (2048587, 2048753), (2050400, 2050486), (2053342, 2053452), (2054296, 2054440), (2055402, 2055519), (2056196, 2056244), (2056644, 2056769), (2057105, 2057178), (2058747, 2058873), (2060670, 2060813), (2061871, 2062008), (2062497, 2062600), (2062972, 2063053), (2064272, 2064427), (2065519, 2065635), (2070456, 2070578), (2071510, 2071616), (2071784, 2071934), (2072241, 2072363), (2072849, 2072983), (2074200, 2074389), (2075799, 2075892), (2076068, 2076170), (2076491, 2076585), (2077598, 2077726), (2079032, 2079196), (2079276, 2079428), (2079557, 2079669), (2080165, 2080377), (2081595, 2081798), (2082436, 2082594), (2083695, 2083816), (2084228, 2084715), (2084951, 2085026), (2085230, 2085322), (2086193, 2086379), (2086732, 2086871), (2087863, 2087941), (2088048, 2088139), (2088227, 2088325), (2088446, 2089491)]	[]	6505
